index,title,link,ww_points,image,calories,summary,Key1,Key2,Key3,Key4,Key5,Key6,Key7,Key8,Key9,Key10,Key11,Key12,Key13
6,Chicken Breast with Hot Cherry Peppers,https://www.skinnytaste.com/chicken-breast-with-hot-cherry-peppers/,3,https://www.skinnytaste.com/wp-content/uploads/2022/02/Chicken-with-Hot-Cherry-Peppers-3-260x390.jpg,347,This spicy chicken breast recipe gets its heat from the Hot Cherry Peppers that cook in garlic white wine sauce.,DF,,,,,HP,,,,Q,,,
7,3-Ingredient Strawberries Romanoff,https://www.skinnytaste.com/skinny-strawberries-romanoff/,3,https://www.skinnytaste.com/wp-content/uploads/2019/04/Skinny-Strawberries-Romanoff-7-260x390.jpg,79,"Strawberries Romanoff is a quick and easy, no-bake 3-ingredient dessert, delicious and perfect for any night of the week!",,GF,,,,,KF,LC,,Q,V,,
8,Air Fryer Baked Sweet Potato,https://www.skinnytaste.com/air-fryer-baked-sweet-potato/,4,https://www.skinnytaste.com/wp-content/uploads/2022/02/Air-Fryer-Baked-Sweet-Potato-5-260x390.jpg,146,Make a perfectly air fryer baked sweet potato cooked in less time than it would in the oven – fluffy in the center with crisp skin!,DF,GF,AF,,HF,,KF,,MP,,V,W,
9,Roasted Sweet Potato Black Bean Bowls,https://www.skinnytaste.com/sweet-potato-black-bean-bowls/,11,https://www.skinnytaste.com/wp-content/uploads/2022/02/Roasted-Sweet-Potato-and-Chipotle-Black-Bean-Bowls-8-2-260x390.jpg,585,"These Roasted Sweet Potato Black Bean Bowls with Cream Chipotle Sauce are a delicious plant based meal, also great for vegetarian meal prep.",DF,GF,,,HF,,,,MP,,V,,
10,Crock Pot Italian Sloppy Joes,https://www.skinnytaste.com/crock-pot-italian-sloppy-joe/,10,https://www.skinnytaste.com/wp-content/uploads/2013/01/Crockpot-Italian-Sloppy-Joe-7-260x390.jpg,361,"Crock Pot Italian Sloppy Joes made with Italian chicken or turkey sausage, tomatoes, peppers and onions made in the slow cooker for an easy weeknight meal.",,GF,,,,,KF,,,,,,SC
11,Mini Bell Pepper Loaded Turkey “Nachos”,https://www.skinnytaste.com/mini-bell-pepper-loaded-turkey-nachos/,6,https://www.skinnytaste.com/wp-content/uploads/2017/02/Mini-Bell-Pepper-Loaded-Turkey-%E2%80%9CNachos-1-3-260x390.jpg,187,"Loaded turkey mini bell pepper nachos – game changer!! These low-carb nachos are loaded with turkey taco meat, cheese and all your favorite nacho toppings!",,GF,,,,,,LC,,Q,,,
12,Spinach and Bacon Stuffed Mushrooms,https://www.skinnytaste.com/skinny-spinach-and-bacon-stuffed/,1,https://www.skinnytaste.com/wp-content/uploads/2012/01/skinny-spinach-and-bacon-stuffed-mushrooms-260x390.jpg,34.5,"The stuffing is so good, I could eat it by the spoonful! More mushroom appetizers you might also like Philly Cheesesteak Stuffed Mushrooms, Mushroom Ceviche or Lasagna Stuffed Mushrooms.",,GF,,,,,,,,,,,
13,Air Fryer Buffalo Chicken Nuggets,https://www.skinnytaste.com/air-fryer-buffalo-chicken-nuggets/,2,https://www.skinnytaste.com/wp-content/uploads/2022/01/Air-Fryer-Buffalo-Chicken-Nuggets-9-260x390.jpg,180,"Crispy, spicy Air Fryer Buffalo Chicken Nuggets are perfect for the big game or enjoy them for lunch, or dinner.",DF,GF,AF,,,HP,KF,,,Q,,,
14,Cream Cheese-Filled Almond Flour Banana Muffins (Gluten-Free),https://www.skinnytaste.com/cream-cheese-almond-flour-banana-muffins/,5,https://www.skinnytaste.com/wp-content/uploads/2022/01/Almond-Flour-Banana-Cream-Cheese-Muffins-8-260x390.jpg,149,"If you love banana bread, you love these grain free Cream Cheese-Filled Almond Flour Banana Muffins for a delicious gluten-free breakfast.",,GF,,,,,KF,,,,V,,
15,Jalapeno Poppers,https://www.skinnytaste.com/skinny-baked-jalapeno-poppers/,1,https://www.skinnytaste.com/wp-content/uploads/2011/01/Skinny-Baked-Jalapeno-Poppers-4-260x390.jpg,52,"With football season approaching, these lightened-up, baked Jalapeno Poppers will make the perfect party appetizer or snack. Spicy and delicious!",,,,,,,,LC,,,V,,
16,Jalapeno Popper “Nachos”,https://www.skinnytaste.com/jalapeno-popper-nachos/,3,https://www.skinnytaste.com/wp-content/uploads/2019/01/Jalapeno-Popper-Nachos-7-260x390.jpg,111,"Jalapeno Poppers meet Nachos in this fun, low-carb twist on two classic appetizers, perfect for sharing with your friends this SUPERBOWL!",,GF,,,,,,LC,,,,,
17,Pepperoni Pizza Bites,https://www.skinnytaste.com/pepperoni-pizza-bites/,7,https://www.skinnytaste.com/wp-content/uploads/2022/01/Pepperoni-Pizza-Bites-8-260x390.jpg,286,"Pepperoni Pizza Bites are like those frozen mini bagel pizzas, only made from scratch in a muffin tin using my Greek yogurt bagel dough.",,,,,,,KF,,,,,,
18,Crustless Potato Jalapeño Quiche,https://www.skinnytaste.com/crustless-potato-jalapeno-quiche/,5,https://www.skinnytaste.com/wp-content/uploads/2022/01/Potato-Jalapen%CC%83o-Pepper-Jack-Crustless-Quiche-6-260x390.jpg,207,"This Tex-Mex-inspired Crustless Potato Jalapeño Quiche is filled with potatoes, onions, jalapeños, and pepper jack cheese.",,GF,,,,,,,MP,,V,,
19,Perfect Baked Potato,https://www.skinnytaste.com/perfect-baked-potato/,4,https://www.skinnytaste.com/wp-content/uploads/2022/01/Perfect-Baked-Potato-8-1-260x390.jpg,157,"This perfect baked potato recipe is simple to prepare in the oven, with crispy skin and fluffy interiors. Just add your favorite toppings and enjoy!",DF,GF,,,,,,,,,V,,
20,Pollo Guisado (Latin Chicken Stew with Olives),https://www.skinnytaste.com/pollo-guisado/,5,https://www.skinnytaste.com/wp-content/uploads/2022/01/Latin-Chicken-Stew-with-Olives-8-260x390.jpg,344,"Pollo Guisado or Latin Chicken Stew is a hearty braised chicken stew popular in Caribbean, Central and South American cuisines, with loads of flavor and so easy to make!",DF,GF,,FM,,,KF,LC,,,,,
1,Instant Pot Salsa Chicken,https://www.skinnytaste.com/instant-pot-pressure-cooker-easy-salsa/,0,https://www.skinnytaste.com/wp-content/uploads/2016/01/InstantPoteasyshreddedsalsachicken-4-260x390.jpg,125,"Instant Pot salsa chicken is the easiest Instant Pot recipe ever! All you need is two ingredients: salsa and chicken breasts. Make flavorful and juicy pressure cooker shredded chicken to use in tacos, rice bowls, enchiladas, and more.",DF,GF,,FM,,,KF,LC,,Q,,W,
2,Instant Pot Mashed Potatoes,https://www.skinnytaste.com/instant-pot-mashed-potatoes/,6,https://www.skinnytaste.com/wp-content/uploads/2018/01/Instant-Pot-Mashed-Potatoes-1-5-260x390.jpg,142,"Rich and creamy Instant Pot mashed potatoes are easy to make in a fraction of the time it takes on the stovetop! These fluffy and flavorful mashed potatoes are ready in 20 minutes, perfect to serve as a healthy vegetable side.",,GF,,,,,KF,,,Q,V,,
3,Chicken Piccata,https://www.skinnytaste.com/chicken-piccata/,4,https://www.skinnytaste.com/wp-content/uploads/2022/01/Chicken-Piccata-8-260x390.jpg,262,Chicken Piccata is an Italian dish of pounded chicken breast in a lemon-wine-butter sauce with capers and parsley. Make it in the skillet or air fryer!,,GF,AF,,,,KF,,,Q,,,
4,Colombian Chicken Sancocho (Sancocho de Pollo),https://www.skinnytaste.com/colombian-chicken-sancocho-8-pts/,10,https://www.skinnytaste.com/wp-content/uploads/2008/11/chicken-sancocho-10-260x390.jpg,405,"Sancocho de Pollo, a hearty soup almost like a stew, is a traditional dish in the Antioquia region of Colombia that combines potatoes, yuca, corn, plantains, and chicken.",DF,GF,,FM,HF,,KF,,,,,,
5,Mushroom-Spinach Scrambled Eggs,https://www.skinnytaste.com/mushroom-spinach-scrambled-eggs/,2,https://www.skinnytaste.com/wp-content/uploads/2022/01/Mushroom-Spinach-Scrambled-Eggs-6-260x390.jpg,271,"Mushroom-Spinach Scrambled Eggs is one of my go-to quick and easy vegetarian, high-protein breakfast recipes.",DF,GF,,,,HP,KF,LC,,Q,V,W,
6,Asian Salmon Bowl,https://www.skinnytaste.com/seattle-asian-salmon-bowl/,7,https://www.skinnytaste.com/wp-content/uploads/2015/01/SalmonBowl-0013-s-260x390.jpg,395,"This Asian Salmon Bowl is my new addiction!! Served over brown rice topped with cucumbers, avocado and drizzled with a soy-wasabi vinaigrette – SO good!",DF,GF,,,HF,,,,,Q,,,
7,Tuna Egg Salad,https://www.skinnytaste.com/tuna-egg-salad/,3,https://www.skinnytaste.com/wp-content/uploads/2021/11/Tuna-Egg-Salad-2-260x390.jpg,316,Tuna Egg Salad is my go-to high-protein lunch when I need something quick – it takes about 15 minutes to make and can be meal prepped ahead.,DF,GF,,,,,,LC,MP,Q,,W,
8,Spaghetti Squash Crust Pizza,https://www.skinnytaste.com/spaghetti-squash-crust-pizza/,9,https://www.skinnytaste.com/wp-content/uploads/2022/01/Spaghetti-Squash-Pizza-Crust-9-260x390.jpg,303,This low-carb Spaghetti Squash Crust Pizza is the only way I can get my husband to eat spaghetti squash – it’s that delicious!,,GF,,,HF,,KF,LC,,,V,,
9,Taco Salad (Perfect for Meal Prep),https://www.skinnytaste.com/taco-salad-meal-prep/,9,https://www.skinnytaste.com/wp-content/uploads/2018/12/Taco-Salad-1-260x390.jpg,313,"This delicious Taco Salad is perfect for a light, low-carb dinner or to make ahead for lunch for the week!",,GF,,,,,,LC,MP,Q,,,
10,Top 25 Most Popular Skinnytaste Recipes of 2021,https://www.skinnytaste.com/top-25-most-popular-skinnytaste-recipes-2021/, ,https://www.skinnytaste.com/wp-content/uploads/2021/12/TOP-2021-260x390.jpg, ,"A list of the most popular recipes from 2021, see if your favorite made the list!",,,,,,,,,,,,,
11,Healthy 3-Ingredient Banana Oatmeal Cookies,https://www.skinnytaste.com/healthy-cookies/,2,https://www.skinnytaste.com/wp-content/uploads/2013/02/Healthy-Cookies-9-260x390.jpg,93,"These Healthy 3-Ingredient Banana Oatmeal Cookies are so easy, perfect for using up those rip bananas sitting on your counter!!",DF,GF,,,,,KF,,,Q,V,,
12,"Black-Eyed Peas with Leftover Ham, Collard Greens and Cabbage",https://www.skinnytaste.com/black-eyed-peas-with-ham-collard-greens-cabbage/,2,https://www.skinnytaste.com/wp-content/uploads/2021/12/Black-Eyed-Peas-with-Leftover-Ham-Bone-Collard-Greens-and-Cabbage-7-260x390.jpg,320,"Black-Eyed Peas with Leftover Ham, Collard Greens & Cabbage is a great stew to ring in the new year!!",DF,,,,HF,,,,,,,,
13,Sausage and Broccoli Rabe Egg Rolls (Air Fryer or Oven),https://www.skinnytaste.com/sausage-and-broccoli-rabe-egg-rolls/,2,https://www.skinnytaste.com/wp-content/uploads/2021/12/Sausage-and-Broccoli-Rabe-Egg-Rolls-1-4-260x390.jpg,136,These Italian inspired Chicken Sausage and Broccoli Rabe Egg Rolls make a delicious appetizer for the holidays! Make them in the air fryer or bake them in the oven.,,,AF,,,,KF,,,Q,,,
14,Chilled Calamari Salad with Lemon and Parsley,https://www.skinnytaste.com/chilled-calamari-salad-with-lemon-and/,2,https://www.skinnytaste.com/wp-content/uploads/2011/06/Chilled-Calamari-Salad-5-260x390.jpg,122,"A light refreshing calamari salad made with squid, fresh lemon, celery, red onion, roasted peppers, garlic and parsley.",DF,GF,,,,,KF,LC,,,,W,
15,Drunken Mussels,https://www.skinnytaste.com/drunken-mussels/,4,https://www.skinnytaste.com/wp-content/uploads/2021/12/Drunken-Mussels-7-260x390.jpg,307,"These Drunken Mussels cook in a quick and easy, garlicky white wine-broth sauce with anchovies for ultimate flavor.",DF,,,,,HP,KF,LC,,Q,,,
16,Baked Oatmeal with Blueberries and Bananas,https://www.skinnytaste.com/baked-oatmeal-with-blueberries-and/,6,https://www.skinnytaste.com/wp-content/uploads/2012/01/Baked-Oatmeal-with-Blueberries-and-Bananas-8-260x390.jpg,211,"This is the BEST Baked Oatmeal recipe with Blueberries and Bananas. It’s perfect to serve guests for breakfast, brunch, or make it ahead for the week for easy meal prep!",,GF,,,,,KF,,,,V,,
17,Scallops over Wilted Spinach Parmesan Risotto,https://www.skinnytaste.com/seared-scallops-over-wilted-spinach-and/,12,https://www.skinnytaste.com/wp-content/uploads/2009/05/Scallops-Over-Wilted-Spinach-Parmesan-Risotto_1-3-260x390.jpg,481,This scallop risotto with wilted spinach is easy enough for a weeknight dinner or perfect for a special occasion.,,GF,,,,,,,,,,,
18,Paprika Smashed Potatoes,https://www.skinnytaste.com/paprika-smashed-potatoes/,2,https://www.skinnytaste.com/wp-content/uploads/2021/11/Paprika-Smashed-Potatoes-9-260x390.jpg,135,"These smashed potatoes, seasoned with paprika, garlic powder, and black pepper, are tender on the inside and crisp on the outside – a delicious side dish for any meal.",DF,GF,,,,,KF,,,,V,W,
19,Garlic Shrimp,https://www.skinnytaste.com/garlic-shrimp/,2,https://www.skinnytaste.com/wp-content/uploads/2010/01/Garlic-Shrimp-4-260x390.jpg,154,"This simple Garlic Shrimp recipe, inspired by the flavors of Spain takes just minutes to make and it’s so flavorful, a weeknight dinner win!",DF,GF,,,,,KF,LC,,Q,,W,
20,Spaghetti Squash Sausage Lasagna Boats,https://www.skinnytaste.com/spaghetti-squash-sausage-lasagna-boats/,8,https://www.skinnytaste.com/wp-content/uploads/2015/12/Spaghetti-Squash-Sausage-Lasagna-Boats-6-260x390.jpg,246,"Spaghetti Squash Lasagna Boats starts with roasted spaghetti squash filled with chicken sausage, tomato sauce, ricotta, Parmesan, and mozzarella cheese.",,GF,,,,,,LC,,,,,
1,Waffled Vegetable Latkes,https://www.skinnytaste.com/waffled-vegetable-latkes/,4,https://www.skinnytaste.com/wp-content/uploads/2017/12/Veggie-Latkes-1-12-260x390.jpg,205,"These Vegetable Latkes, are not your traditional latkes, they’re made with shredded potatoes and a mix of carrots, zucchini and bell pepper, PLUS they’re cooked in a waffle iron so there’s no need to fry!",DF,GF,,,HF,,KF,,,Q,V,,
2,Skinnytaste Air Fryer Dinners Cookbook: Free Bonus Pack 3 Exclusive Recipes,https://www.skinnytaste.com/skinnytaste-air-fryer-dinners-cookbook-free-bonus-pack-3-exclusive-recipes/, ,https://www.skinnytaste.com/wp-content/uploads/2021/11/Screen-Shot-2021-11-28-at-10.52.38-AM-260x390.png, ,I’m beyond exciting that in just a few days my new cookbook Skinnytaste Air Fryer Dinners will finally be hitting bookstores!!,,,AF,,,,,,,,,,
3,Leftover Turkey Harvest Cobb Salad,https://www.skinnytaste.com/leftover-turkey-harvest-cobb-salad/,11,https://www.skinnytaste.com/wp-content/uploads/2016/11/Leftover-Turkey-Harvest-Cobb-Salad-260x390.jpg,466,Did you eat too much stuffing and pumpkin pie this Thanksgiving? Here’s a wonderful Fall cobb salad to use up any of that leftover turkey if you’re looking for a meal that will be filling yet light.,,GF,,,HF,,,,,Q,,,
4,Herb and Salt-Rubbed Dry Brine Turkey,https://www.skinnytaste.com/dry-brine-turkey/,0,https://www.skinnytaste.com/wp-content/uploads/2019/11/dry-brine-turkey-9-260x390.jpg,225,"This Herb and Salt-Rubbed Dry Brined Turkey comes out so moist and flavorful, with crispy golden skin and juicy tender meat.",DF,GF,,,,,KF,LC,,,,W,
5,"Baked Pumpkin Pasta with Pancetta, Gruyere, Kale, and White Beans",https://www.skinnytaste.com/baked-pumpkin-pasta-with-gruyere/,10,https://www.skinnytaste.com/wp-content/uploads/2021/11/Pumpkin-Pasta-with-Kale-12-260x390.jpg,473,"This Baked Pumpkin Pasta is made with pancetta, kale, and white beans and topped with gruyere and panko crumbs.",,GF,,,HF,,,,,,,,
6,Stuffing Recipe,https://www.skinnytaste.com/moms-stuffing-lightened-up/,4,https://www.skinnytaste.com/wp-content/uploads/2021/11/Stuffing-Recipe-6-260x390.jpg,161,"This is the best Thanksgiving stuffing recipe, it’s my Moms recipe and the one thing I crave every year, even more than the turkey!",,,,,,,,,,,,,
7,Makeover Spinach Gratin,https://www.skinnytaste.com/makeover-spinach-gratin/,4,https://www.skinnytaste.com/wp-content/uploads/2017/11/Makeover-Spinach-Gratin-10-260x390.jpg,111,"This easy makeover Spinach Gratin is creamy and decadent, with a hint of nutmeg baked in the oven topped with melted Gruyere cheese for a must at your Holiday table!",,GF,,,,,KF,LC,,,V,,
8,Roasted Green Beans with Caramelized Onions,https://www.skinnytaste.com/roasted-green-beans-with-caramelized-onions/,1,https://www.skinnytaste.com/wp-content/uploads/2021/11/Green-Beans-with-Caramelized-Onions-6-260x390.jpg,102,This simple side dish of Roasted Green Beans with Caramelized Onions pairs wonderfully with Thanksgiving turkey or roasted chicken.,DF,GF,,,HF,,,,,,V,W,
9,Turkey Pot Pie with Sweet Potato Topping,https://www.skinnytaste.com/turkey-pot-pie-with-sweet-potato-topping/,5,https://www.skinnytaste.com/wp-content/uploads/2021/11/Turkey-Mashed-Potato-Pot-Pie-9-260x390.jpg,337,This Turkey Pot Pie with Sweet Potato Topping screams comfort food! A delicious way to use up your Thanksgiving leftovers.,,GF,,,HF,,KF,,,,,,
10,Shredded Brussels Sprouts with Pancetta,https://www.skinnytaste.com/sauteed-brussels-sprouts-with-pancetta/,2,https://www.skinnytaste.com/wp-content/uploads/2011/11/shredded-brussels-sprouts-with-pancetta-1-5-260x390.jpg,87,,DF,GF,,,,,KF,LC,,Q,,,
11,Chicken and Broccoli Noodle Casserole,https://www.skinnytaste.com/chicken-and-broccoli-noodle-casserole/,8,https://www.skinnytaste.com/wp-content/uploads/2012/02/Chicken-and-Broccoli-Noodle-Casserole-8-260x390.jpg,313,Chicken and Broccoli Noodle Casserole is a family-friendly dish perfect for weeknight dinners or any night of the week!,,,,,,,KF,,,,,,
12,Baked Brie Phyllo Tarts with Craisins and Walnuts,https://www.skinnytaste.com/skinny-baked-brie-phyllo-cups-with/,2,https://www.skinnytaste.com/wp-content/uploads/2012/11/Baked-Brie-Phyllo-Cups-with-Craisins-and-Walnuts-7-260x390.jpg,60,"Easy 5-ingredient mini baked brie phyllo tarts topped with craisins, walnuts and honey. Delicious bite-sized appetizers, perfect for the Holidays!",,,,,,,,,,Q,V,,
13,Peanut Butter and Jelly Smoothie,https://www.skinnytaste.com/peanut-butter-jelly-smoothie/,7,https://www.skinnytaste.com/wp-content/uploads/2013/11/PB-2B-J-Smoothie-260x390.jpg,222,"This healthy Peanut Butter and Jelly Smoothie is made with strawberries, blueberries, peanut butter, and almond milk – and it’s my favorite smoothie!",DF,GF,,FM,HF,,KF,,,Q,V,,
14,Arugula Salmon Salad with Capers and Shaved Parmesan,https://www.skinnytaste.com/arugula-salmon-salad-with-capers-and/,2,https://www.skinnytaste.com/wp-content/uploads/2012/05/Arugula-Salmon-Salad-with-Capers-and-Shaved-Parmesan-260x377.jpg,288,"Whenever I make salmon for dinner, I usually cook an extra piece for lunch just to make this arugula salmon salad with capers and shaved Parmesan – so good and loaded with good fats and omegas!",,GF,,,,,,LC,,Q,,,
15,Chicken Cassoulet,https://www.skinnytaste.com/chicken-cassoulet/,8,https://www.skinnytaste.com/wp-content/uploads/2021/11/Chicken-Sausage-Swiss-Chard-Cassoulet-6-260x390.jpg,417,"This chicken cassoulet is an easy take on the French classic, prepared with succulent chicken, Swiss chard, white beans, and chicken sausage!",DF,GF,,FM,HF,,,,,,,,
16,"Quick Beef Chili Recipe (Stove, Slow Cooker or Instant Pot)",https://www.skinnytaste.com/quick-beef-chili-recipe/,5,https://www.skinnytaste.com/wp-content/uploads/2017/10/Instant-Pot-Beef-and-Beer-Chili-1-10-260x390.jpg,312,"Made with both ground beef and beans, plus canned tomatoes and tomato sauce, and a homemade blend of chili seasonings, this is truly the Best Chili Recipe! Hearty, filling, and ready in under an hour, you can make this easy beef chili in the slow cooker or Instant Pot or on the stovetop.",DF,GF,,FM,HF,,KF,,MP,Q,,,SC
17,Roasted Acorn Squash with Brown Sugar,https://www.skinnytaste.com/roasted-acorn-squash-with-brown-sugar/,7,https://www.skinnytaste.com/wp-content/uploads/2017/10/Roasted-Acorn-Squash-with-Brown-Sugar-6-260x390.jpg,143,"Roasted acorn squash with brown sugar, butter, and cinnamon is so simple to prepare. It’s the perfect fall side dish or Thanksgiving side.",DF,GF,,,,,,,,,V,,
18,Drunken Noodles,https://www.skinnytaste.com/drunken-noodles-with-shrimp/,9,https://www.skinnytaste.com/wp-content/uploads/2021/10/Drunken-Style-Noodles-with-Shrimp-9-260x390.jpg,487,"Spicy, savory, and slightly sweet, these Drunken Noodles with Shrimp are inspired by the popular Thai street food pad kee mao.",DF,GF,,,,HP,,,,,,,
19,Turkey Cutlets with Parmesan Crust,https://www.skinnytaste.com/turkey-cutlets-with-parmesan-crust/,3,https://www.skinnytaste.com/wp-content/uploads/2015/11/Turkey-Cutlets-with-Parmesan-Crust-8-260x390.jpg,196,"These golden, crisp Turkey Cutlets with Parmesan Crust, pan-fried or air-fried, are a quick weeknight dish the whole family will love!",,,,,,,KF,,,Q,,,
20,Huevos Rancheros,https://www.skinnytaste.com/huevos-rancheros/,5,https://www.skinnytaste.com/wp-content/uploads/2021/10/Huevos-Rancheros-8-260x390.jpg,414,"Huevos rancheros (or rancher’s eggs) are a typical breakfast served at Mexican farms, featuring corn tortillas topped with fried eggs and salsa.",,GF,,,HF,,,,,Q,V,,
1,Butternut Squash Ravioli with Sage Butter,https://www.skinnytaste.com/butternut-squash-ravioli-with-sage-butter/,9,https://www.skinnytaste.com/wp-content/uploads/2021/10/Butternut-Squash-Ravioli-with-Sage-Butter-9-260x390.jpg,355,"An easy butternut squash ravioli recipe made with wonton wrappers – the perfect shortcut instead of making your own pasta. They are delicate and light, perfect in a sage butter sauce.",,,,,,,,,,,V,,
2,Easy Black Bean Vegetarian Chili with Spiced Yogurt,https://www.skinnytaste.com/black-bean-vegetarian-chili/,2,https://www.skinnytaste.com/wp-content/uploads/2021/09/Easy-Black-Bean-Vegetarian-Chili-20-260x390.jpg,264,This Easy Black Bean Vegetarian Chili topped with Spiced Yogurt takes about 20 minutes to cook but tastes like it simmered for hours.,,GF,,,HF,,KF,,,Q,V,,
3,Air Fryer Chicken Milanese with Mediterranean Salad,https://www.skinnytaste.com/air-fryer-chicken-milanese-with-mediterranean-salad/,10,https://www.skinnytaste.com/wp-content/uploads/2021/09/Air-Fryer-Chicken-Milanese-8-260x390.jpg,562,"This crispy Air Fryer Breaded Chicken Breast is topped with a Mediterranean Salad of tomatoes, red onion, romaine lettuce, and grated Feta cheese – so good!",,GF,AF,,,HP,,,,Q,,,
4,Salisbury Steak with Mushroom Gravy,https://www.skinnytaste.com/skinny-salisbury-steak-with-mushroom/,6,https://www.skinnytaste.com/wp-content/uploads/2012/01/Skinny-Salisbury-Steak-with-Mushrooms-6-260x390.jpg,247,This classic Salisbury Steak recipe is smothered in mushroom gravy and ready in under 30 minutes!,DF,,,FM,,,KF,LC,,Q,,,
5,Tofu Stir Fry with Vegetables in a Soy Sesame Sauce,https://www.skinnytaste.com/tofu-stir-fry-with-vegetables-in-a-soy-sesame-sauce/,3,https://www.skinnytaste.com/wp-content/uploads/2021/09/Tofu-Stir-Fry-8-260x390.jpg,294,This quick and easy Sesame Soy Tofu Stir Fry is loaded with fresh and colorful vegetables and plant-based protein.,DF,GF,,,HF,HP,,,,Q,V,,
6,Chicken Cutlet Caprese Salad,https://www.skinnytaste.com/chicken-cutlet-caprese-salad/,10,https://www.skinnytaste.com/wp-content/uploads/2021/09/Chicken-Cutlet-Caprese-Salad-7-260x390.jpg,462,"Chicken Cutlet Caprese Salad takes advantage of end-of-summer heirloom tomatoes with lightly pan-fried chicken cutlets, fresh mozzarella, and basil.",,GF,,,,,,,MP,,,,
7,Strawberry Cheesecake Dip,https://www.skinnytaste.com/strawberry-cheesecake-dip/,6,https://www.skinnytaste.com/wp-content/uploads/2021/09/Strawberry-Cheesecake-Dip-10-260x390.jpg,103,Strawberry Cheesecake Dip tastes just like cheesecake in dip form – perfect for serving with fresh fruit or graham crackers.,,GF,,,,,KF,,,Q,,,
8,Beef Stew with Pumpkin,https://www.skinnytaste.com/beef-stew-with-pumpkin/,10,https://www.skinnytaste.com/wp-content/uploads/2021/09/Beef-Stew-with-Pumpkin-8-260x390.jpg,600,This hearty beef stew recipe cooks low and slow on the stove with pumpkin (or butternut/acorn squash) added when the beef is tender. Serve with crusty bread to soak up every last drop!,DF,GF,,FM,,,KF,,,,,,SC
9,Chicken Romano Meatballs,https://www.skinnytaste.com/chicken-romano-meatballs/,7,https://www.skinnytaste.com/wp-content/uploads/2021/09/Chicken-Romano-Meatballs-9-260x390.jpg,295,"These flavor-packed Chicken Romano Meatballs stuffed with Romano cheese, herbs, and garlic are topped with a lemony white wine pan sauce.",,GF,,,,,,,,,,,
10,Chicken Cacciatore,https://www.skinnytaste.com/chicken-cacciatore-43-pts/,7,https://www.skinnytaste.com/wp-content/uploads/2008/06/Chicken-Cacciatore-3-260x390.jpg,288,Chicken Cacciatore is a rustic Italian chicken dish made with bell peppers and mushrooms simmered in tomato sauce.,,,,FM,HF,,KF,,,,,,
11,Summer Vegetables with Sausage and Potatoes Skillet (One Pot),https://www.skinnytaste.com/summer-vegetables-with-sausage-and/,6,https://www.skinnytaste.com/wp-content/uploads/2012/07/Summer-Vegetables-with-Sausage-and-Potatoes-7-260x390.jpg,307,"This easy one-pot skillet dinner is made with chicken sausage, bell peppers, zucchini, baby red potatoes and fresh herbs.",DF,GF,,,,,KF,,,,,W,
12,Cilantro Lime Chicken Breast (Grilled or Air Fryer),https://www.skinnytaste.com/cilantro-lime-chicken-breast/,0,https://www.skinnytaste.com/wp-content/uploads/2021/08/Cilantro-Lime-Chicken-Breast-5-260x390.jpg,217,"Cilantro Lime Chicken is the the most flavorful chicken breast recipe, marinated in olive oil, lime juice, lime zest, garlic, and cilantro and cooked in the air fryer or on the grill/grill pan.",DF,GF,AF,,,HP,,LC,MP,,,,
13,Spicy Sriracha Tofu Rice Bowls (Air Fryer or Oven),https://www.skinnytaste.com/sriracha-tofu/,6,https://www.skinnytaste.com/wp-content/uploads/2021/08/Spicy-Sriracha-Tofu-Rice-Bowls-11-260x390.jpg,453,These Spicy Sriracha Tofu Rice Bowls (air fryer or oven directions) make a flavorful protein-packed meatless meal that comes together quickly!,DF,GF,AF,,HF,HP,,,,Q,V,,
14,Banana Nut Protein Oats,https://www.skinnytaste.com/banana-nut-protein-oats/,5,https://www.skinnytaste.com/wp-content/uploads/2021/08/Banana-Nut-Protein-Oats-7-260x390.jpg,388,"This protein-packed bowl of oatmeal, sweetened with ripe banana and just a touch of maple syrup, uses vanilla protein shake, egg whites to add more protein and make the oats creamy.",,GF,,,HF,HP,,,,Q,V,,
15,Sausage and Pepper Stromboli (Stuffed Sausage Bread),https://www.skinnytaste.com/sausage-pepper-and-onion-stromboli/,7,https://www.skinnytaste.com/wp-content/uploads/2021/08/Spicy-Sausage-and-Pepper-Bread-11-260x390.jpg,272,"Sausage and Pepper Stromboli, stuffed with Italian chicken sausage, peppers, and mozzarella is a terrific appetizer that’s always a hit!",,,,,,,KF,,,,,,
16,Oven Fried Chicken,https://www.skinnytaste.com/oven-fried-chicken/,6,https://www.skinnytaste.com/wp-content/uploads/2009/07/Oven-Fried-Chicken-6-260x390.jpg,184,"Oven fried chicken is moist on the inside, golden and extra crispy on the outside from a secret ingredient – bran flakes! You can also make it in the air fryer!",DF,GF,AF,,,,KF,,,,,,
17,The Skinnytaste Ultimate Meal Planner,https://www.skinnytaste.com/the-skinnytaste-ultimate-meal-planner/, ,https://www.skinnytaste.com/wp-content/uploads/2021/08/SkinnytasteUltimateMealPlanner-260x390.jpg, ,I’m so excited to share Skinnytaste Ultimate Meal Planner is now available for pre-order!,,,,,,,,,,,,,
